Type,Site,Date,Compound,Conc,Volume
TP,10,9/17/2015,Piperonyl butoxide,,
TP,10,9/17/2015,Propyzamide,,
TP,10,9/17/2015,THPI (Tetrahydrophthalimide),,
TP,10,10/8/2015,Metolachlor,1.32,
TP,10,10/8/2015,Tebuconazole,0.37,
TP,10,10/8/2015,2-Phenylphenol,,
TP,10,10/8/2015,Flutolanil,,
TP,10,10/8/2015,Biphenyl,,
TP,10,10/8/2015,Atrazine,,
TP,10,10/8/2015,Metalaxyl,,
TP,10,10/8/2015,Acetochlor,,
TP,10,10/8/2015,Alachlor,0.16,
TP,10,10/8/2015,Anthraquione,,
TP,10,10/8/2015,Endosulfan Lactone,,
TP,10,10/8/2015,DEA,,
TP,10,10/8/2015,Endosulfan ether,,
TP,10,10/8/2015,Cyprodinil,,
TP,10,10/8/2015,Triadimefon,,
TP,10,10/8/2015,Chlorothalonil,,
TP,10,10/8/2015,Diphenylamine,,
TP,10,10/8/2015,Fipronil,,
TP,10,10/8/2015,Myclobutanil,,
TP,10,10/8/2015,Oxyfluorfen,,
TP,10,10/8/2015,Bifenthrin,,
TP,10,10/8/2015,Fludioxonil,,
TP,10,10/8/2015,Endosulfan sulfate,,
TP,10,10/8/2015,Ethalfluralin,,
TP,10,10/8/2015,Pendimethalin,,
TP,10,10/8/2015,Benfluralin,,
TP,10,10/8/2015,Diazinon,,
TP,10,10/8/2015,Malathion,,
TP,10,10/8/2015,Oxadiazon,,
TP,10,10/8/2015,Piperonyl butoxide,,
TP,10,10/8/2015,Propyzamide,,
TP,10,10/8/2015,THPI (Tetrahydrophthalimide),,
TP,10,11/8/2015,Metolachlor,0.33,
TP,10,11/8/2015,Tebuconazole,0.37,
TP,10,11/8/2015,2-Phenylphenol,,
TP,10,11/8/2015,Flutolanil,0.18,
TP,10,11/8/2015,Biphenyl,,
TP,10,11/8/2015,Atrazine,,
TP,10,11/8/2015,Metalaxyl,,
TP,10,11/8/2015,Acetochlor,,
TP,10,11/8/2015,Alachlor,0.31,
TP,10,11/8/2015,Anthraquione,,
TP,10,11/8/2015,Endosulfan Lactone,,
TP,10,11/8/2015,DEA,,
TP,10,11/8/2015,Endosulfan ether,,
TP,10,11/8/2015,Cyprodinil,,
TP,10,11/8/2015,Triadimefon,,
TP,10,11/8/2015,Chlorothalonil,,
TP,10,11/8/2015,Diphenylamine,,
TP,10,11/8/2015,Fipronil,,
TP,10,11/8/2015,Myclobutanil,,
TP,10,11/8/2015,Oxyfluorfen,,
TP,10,11/8/2015,Bifenthrin,,
TP,10,11/8/2015,Fludioxonil,,
TP,10,11/8/2015,Endosulfan sulfate,,
TP,10,11/8/2015,Ethalfluralin,,
TP,10,11/8/2015,Pendimethalin,,
TP,10,11/8/2015,Benfluralin,,
TP,10,11/8/2015,Diazinon,,
TP,10,11/8/2015,Malathion,,
TP,10,11/8/2015,Oxadiazon,,
TP,10,11/8/2015,Piperonyl butoxide,,
TP,10,11/8/2015,Propyzamide,,
TP,10,11/8/2015,THPI (Tetrahydrophthalimide),,
TP,10,12/17/2015,Metolachlor,0.18,
TP,10,12/17/2015,Tebuconazole,,
TP,10,12/17/2015,2-Phenylphenol,0.2,
TP,10,12/17/2015,Flutolanil,,
TP,10,12/17/2015,Biphenyl,,
TP,10,12/17/2015,Atrazine,,
TP,10,12/17/2015,Metalaxyl,,
TP,10,12/17/2015,Acetochlor,,
TP,10,12/17/2015,Alachlor,,
TP,10,12/17/2015,Anthraquione,,
TP,10,12/17/2015,Endosulfan Lactone,,
TP,10,12/17/2015,DEA,,
TP,10,12/17/2015,Endosulfan ether,,
TP,10,12/17/2015,Cyprodinil,,
TP,10,12/17/2015,Triadimefon,,
TP,10,12/17/2015,Chlorothalonil,,
TP,10,12/17/2015,Diphenylamine,,
TP,10,12/17/2015,Fipronil,,
TP,10,12/17/2015,Myclobutanil,,
TP,10,12/17/2015,Oxyfluorfen,0.21,
TP,10,12/17/2015,Bifenthrin,,
TP,10,12/17/2015,Fludioxonil,,
TP,10,12/17/2015,Endosulfan sulfate,,
TP,10,12/17/2015,Ethalfluralin,,
TP,10,12/17/2015,Pendimethalin,,
TP,10,12/17/2015,Benfluralin,,
TP,10,12/17/2015,Diazinon,,
TP,10,12/17/2015,Malathion,,
TP,10,12/17/2015,Oxadiazon,,
TP,10,12/17/2015,Piperonyl butoxide,,
TP,10,12/17/2015,Propyzamide,,
TP,10,12/17/2015,THPI (Tetrahydrophthalimide),,
TP,10,1/17/2016,Metolachlor,0.16,
TP,10,1/17/2016,Tebuconazole,,
TP,10,1/17/2016,2-Phenylphenol,,
TP,10,1/17/2016,Flutolanil,,
TP,10,1/17/2016,Biphenyl,,
TP,10,1/17/2016,Atrazine,,
TP,10,1/17/2016,Metalaxyl,0.74,
TP,10,1/17/2016,Acetochlor,,
TP,10,1/17/2016,Alachlor,,
TP,10,1/17/2016,Anthraquione,,
TP,10,1/17/2016,Endosulfan Lactone,,
TP,10,1/17/2016,DEA,,
TP,10,1/17/2016,Endosulfan ether,,
TP,10,1/17/2016,Cyprodinil,,
TP,10,1/17/2016,Triadimefon,,
TP,10,1/17/2016,Chlorothalonil,,
TP,10,1/17/2016,Diphenylamine,,
TP,10,1/17/2016,Fipronil,,
TP,10,1/17/2016,Myclobutanil,,
TP,10,1/17/2016,Oxyfluorfen,0.2,
TP,10,1/17/2016,Bifenthrin,,
TP,10,1/17/2016,Fludioxonil,,
TP,10,1/17/2016,Endosulfan sulfate,,
TP,10,1/17/2016,Ethalfluralin,,
TP,10,1/17/2016,Pendimethalin,,
TP,10,1/17/2016,Benfluralin,,
TP,10,1/17/2016,Diazinon,0.18,
TP,10,1/17/2016,Malathion,,
TP,10,1/17/2016,Oxadiazon,,
TP,10,1/17/2016,Piperonyl butoxide,,
TP,10,1/17/2016,Propyzamide,,
TP,10,1/17/2016,THPI (Tetrahydrophthalimide),,
SF,3,3/18/2015,Metolachlor,0.227272727,0.132
SF,3,3/18/2015,Tebuconazole,,0.132
SF,3,3/18/2015,2-Phenylphenol,,0.132
SF,3,3/18/2015,Flutolanil,,0.132
SF,3,3/18/2015,Biphenyl,,0.132
SF,3,3/18/2015,Atrazine,,0.132
SF,3,3/18/2015,Metalaxyl,,0.132
SF,3,3/18/2015,Acetochlor,,0.132
SF,3,3/18/2015,Alachlor,,0.132
SF,3,3/18/2015,Anthraquione,2.878787879,0.132
SF,3,3/18/2015,Endosulfan Lactone,,0.132
SF,3,3/18/2015,DEA,,0.132
SF,3,3/18/2015,Endosulfan ether,,0.132
SF,3,3/18/2015,Cyprodinil,,0.132
SF,3,3/18/2015,Triadimefon,,0.132
SF,3,3/18/2015,Chlorothalonil,,0.132
SF,3,3/18/2015,Diphenylamine,,0.132
SF,3,3/18/2015,Fipronil,,0.132
SF,3,3/18/2015,Myclobutanil,,0.132
SF,3,3/18/2015,Oxyfluorfen,,0.132
SF,3,3/18/2015,Bifenthrin,,0.132
SF,3,3/18/2015,Fludioxonil,,0.132
SF,3,3/18/2015,Endosulfan sulfate,,0.132
SF,3,3/18/2015,Ethalfluralin,,0.132
SF,3,3/18/2015,Pendimethalin,,0.132
SF,3,3/18/2015,Benfluralin,,0.132
SF,3,3/18/2015,Diazinon,,0.132
SF,3,3/18/2015,Malathion,,0.132
SF,3,3/18/2015,Oxadiazon,,0.132
SF,3,3/18/2015,Piperonyl butoxide,,0.132
SF,3,3/18/2015,Propyzamide,,0.132
SF,3,3/18/2015,THPI (Tetrahydrophthalimide),,0.132
SF,3,4/16/2015,Metolachlor,,0.67
SF,3,4/16/2015,Tebuconazole,,0.67
SF,3,4/16/2015,2-Phenylphenol,0.119402985,0.67
SF,3,4/16/2015,Flutolanil,,0.67
SF,3,4/16/2015,Biphenyl,,0.67
SF,3,4/16/2015,Atrazine,,0.67
SF,3,4/16/2015,Metalaxyl,,0.67
SF,3,4/16/2015,Acetochlor,,0.67
SF,3,4/16/2015,Alachlor,,0.67
SF,3,4/16/2015,Anthraquione,,0.67
SF,3,4/16/2015,Endosulfan Lactone,,0.67
SF,3,4/16/2015,DEA,,0.67
SF,3,4/16/2015,Endosulfan ether,,0.67
SF,3,4/16/2015,Cyprodinil,,0.67
SF,3,4/16/2015,Triadimefon,,0.67
SF,3,4/16/2015,Chlorothalonil,,0.67
SF,3,4/16/2015,Diphenylamine,,0.67
SF,3,4/16/2015,Fipronil,,0.67
SF,3,4/16/2015,Myclobutanil,,0.67
SF,3,4/16/2015,Oxyfluorfen,,0.67
SF,3,4/16/2015,Bifenthrin,,0.67
SF,3,4/16/2015,Fludioxonil,,0.67
SF,3,4/16/2015,Endosulfan sulfate,,0.67
SF,3,4/16/2015,Ethalfluralin,,0.67
SF,3,4/16/2015,Pendimethalin,,0.67
SF,3,4/16/2015,Benfluralin,,0.67
SF,3,4/16/2015,Diazinon,,0.67
SF,3,4/16/2015,Malathion,,0.67
SF,3,4/16/2015,Oxadiazon,,0.67
SF,3,4/16/2015,Piperonyl butoxide,,0.67
SF,3,4/16/2015,Propyzamide,,0.67
SF,3,4/16/2015,THPI (Tetrahydrophthalimide),,0.67
SF,3,5/1/2015,Metolachlor,,16
SF,3,5/1/2015,Tebuconazole,,16
SF,3,5/1/2015,2-Phenylphenol,,16
SF,3,5/1/2015,Flutolanil,,16
SF,3,5/1/2015,Biphenyl,,16
SF,3,5/1/2015,Atrazine,2.7,16
SF,3,5/1/2015,Metalaxyl,,16
SF,3,5/1/2015,Acetochlor,,16
SF,3,5/1/2015,Alachlor,,16
SF,3,5/1/2015,Anthraquione,,16
SF,3,5/1/2015,Endosulfan Lactone,,16
SF,3,5/1/2015,DEA,0.4,16
SF,3,5/1/2015,Endosulfan ether,,16
SF,3,5/1/2015,Cyprodinil,,16
SF,3,5/1/2015,Triadimefon,,16
SF,3,5/1/2015,Chlorothalonil,,16
SF,3,5/1/2015,Diphenylamine,,16
SF,3,5/1/2015,Fipronil,,16
SF,3,5/1/2015,Myclobutanil,,16
SF,3,5/1/2015,Oxyfluorfen,,16
SF,3,5/1/2015,Bifenthrin,,16
SF,3,5/1/2015,Fludioxonil,,16
SF,3,5/1/2015,Endosulfan sulfate,,16
SF,3,5/1/2015,Ethalfluralin,,16
SF,3,5/1/2015,Pendimethalin,,16
SF,3,5/1/2015,Benfluralin,,16
SF,3,5/1/2015,Diazinon,,16
SF,3,5/1/2015,Malathion,,16
SF,3,5/1/2015,Oxadiazon,,16
SF,3,5/1/2015,Piperonyl butoxide,,16
SF,3,5/1/2015,Propyzamide,,16
SF,3,5/1/2015,THPI (Tetrahydrophthalimide),,16
SF,3,5/22/2015,Metolachlor,,
SF,3,5/22/2015,Tebuconazole,,
SF,3,5/22/2015,2-Phenylphenol,,
SF,3,5/22/2015,Flutolanil,,
SF,3,5/22/2015,Biphenyl,,
SF,3,5/22/2015,Atrazine,,
SF,3,5/22/2015,Metalaxyl,,
SF,3,5/22/2015,Acetochlor,,
SF,3,5/22/2015,Alachlor,,
SF,3,5/22/2015,Anthraquione,,
SF,3,5/22/2015,Endosulfan Lactone,,
SF,3,5/22/2015,DEA,,
SF,3,5/22/2015,Endosulfan ether,,
SF,3,5/22/2015,Cyprodinil,,
SF,3,5/22/2015,Triadimefon,,
SF,3,5/22/2015,Chlorothalonil,,
SF,3,5/22/2015,Diphenylamine,,
SF,3,5/22/2015,Fipronil,,
SF,3,5/22/2015,Myclobutanil,,
SF,3,5/22/2015,Oxyfluorfen,,
SF,3,5/22/2015,Bifenthrin,,
SF,3,5/22/2015,Fludioxonil,,
SF,3,5/22/2015,Endosulfan sulfate,,
SF,3,5/22/2015,Ethalfluralin,,
SF,3,5/22/2015,Pendimethalin,,
SF,3,5/22/2015,Benfluralin,,
SF,3,5/22/2015,Diazinon,,
SF,3,5/22/2015,Malathion,,
SF,3,5/22/2015,Oxadiazon,,
SF,3,5/22/2015,Piperonyl butoxide,,
SF,3,5/22/2015,Propyzamide,,
SF,3,5/22/2015,THPI (Tetrahydrophthalimide),,
SF,3,6/10/2015,Metolachlor,0.63,15
SF,3,6/10/2015,Tebuconazole,,15
SF,3,6/10/2015,2-Phenylphenol,,15
SF,3,6/10/2015,Flutolanil,,15
SF,3,6/10/2015,Biphenyl,0.1,15
SF,3,6/10/2015,Atrazine,2.69,15
SF,3,6/10/2015,Metalaxyl,,15
SF,3,6/10/2015,Acetochlor,,15
SF,3,6/10/2015,Alachlor,,15
SF,3,6/10/2015,Anthraquione,,15
SF,3,6/10/2015,Endosulfan Lactone,,15
SF,3,6/10/2015,DEA,0.5,15
SF,3,6/10/2015,Endosulfan ether,,15
SF,3,6/10/2015,Cyprodinil,,15
SF,3,6/10/2015,Triadimefon,,15
SF,3,6/10/2015,Chlorothalonil,,15
SF,3,6/10/2015,Diphenylamine,,15
SF,3,6/10/2015,Fipronil,,15
SF,3,6/10/2015,Myclobutanil,,15
SF,3,6/10/2015,Oxyfluorfen,,15
SF,3,6/10/2015,Bifenthrin,,15
SF,3,6/10/2015,Fludioxonil,,15
SF,3,6/10/2015,Endosulfan sulfate,,15
SF,3,6/10/2015,Ethalfluralin,,15
SF,3,6/10/2015,Pendimethalin,,15
SF,3,6/10/2015,Benfluralin,,15
SF,3,6/10/2015,Diazinon,,15
SF,3,6/10/2015,Malathion,,15
SF,3,6/10/2015,Oxadiazon,,15
SF,3,6/10/2015,Piperonyl butoxide,,15
SF,3,6/10/2015,Propyzamide,,15
SF,3,6/10/2015,THPI (Tetrahydrophthalimide),,15
SF,3,6/23/2015,Metolachlor,0.69,
SF,3,6/23/2015,Tebuconazole,,
SF,3,6/23/2015,2-Phenylphenol,,
SF,3,6/23/2015,Flutolanil,,
SF,3,6/23/2015,Biphenyl,,
SF,3,6/23/2015,Atrazine,1.01,
SF,3,6/23/2015,Metalaxyl,,
SF,3,6/23/2015,Acetochlor,,
SF,3,6/23/2015,Alachlor,,
SF,3,6/23/2015,Anthraquione,,
SF,3,6/23/2015,Endosulfan Lactone,,
SF,3,6/23/2015,DEA,0.71,
SF,3,6/23/2015,Endosulfan ether,,
SF,3,6/23/2015,Cyprodinil,,
SF,3,6/23/2015,Triadimefon,,
SF,3,6/23/2015,Chlorothalonil,,
SF,3,6/23/2015,Diphenylamine,,
SF,3,6/23/2015,Fipronil,,
SF,3,6/23/2015,Myclobutanil,,
SF,3,6/23/2015,Oxyfluorfen,,
SF,3,6/23/2015,Bifenthrin,,
SF,3,6/23/2015,Fludioxonil,,
SF,3,6/23/2015,Endosulfan sulfate,,
SF,3,6/23/2015,Ethalfluralin,,
SF,3,6/23/2015,Pendimethalin,,
SF,3,6/23/2015,Benfluralin,,
SF,3,6/23/2015,Diazinon,,
SF,3,6/23/2015,Malathion,,
SF,3,6/23/2015,Oxadiazon,,
SF,3,6/23/2015,Piperonyl butoxide,,
SF,3,6/23/2015,Propyzamide,,
SF,3,6/23/2015,THPI (Tetrahydrophthalimide),,
SF,3,7/2/2015,Metolachlor,,
SF,3,7/2/2015,Tebuconazole,,
SF,3,7/2/2015,2-Phenylphenol,,
SF,3,7/2/2015,Flutolanil,,
SF,3,7/2/2015,Biphenyl,,
SF,3,7/2/2015,Atrazine,,
SF,3,7/2/2015,Metalaxyl,,
SF,3,7/2/2015,Acetochlor,,
SF,3,7/2/2015,Alachlor,,
SF,3,7/2/2015,Anthraquione,,
SF,3,7/2/2015,Endosulfan Lactone,,
SF,3,7/2/2015,DEA,,
SF,3,7/2/2015,Endosulfan ether,,
SF,3,7/2/2015,Cyprodinil,,
SF,3,7/2/2015,Triadimefon,,
SF,3,7/2/2015,Chlorothalonil,,
SF,3,7/2/2015,Diphenylamine,,
SF,3,7/2/2015,Fipronil,,
SF,3,7/2/2015,Myclobutanil,,
SF,3,7/2/2015,Oxyfluorfen,,
SF,3,7/2/2015,Bifenthrin,,
SF,3,7/2/2015,Fludioxonil,,
SF,3,7/2/2015,Endosulfan sulfate,,
SF,3,7/2/2015,Ethalfluralin,,
SF,3,7/2/2015,Pendimethalin,,
SF,3,7/2/2015,Benfluralin,,
SF,3,7/2/2015,Diazinon,,
SF,3,7/2/2015,Malathion,,
SF,3,7/2/2015,Oxadiazon,,
SF,3,7/2/2015,Piperonyl butoxide,,
SF,3,7/2/2015,Propyzamide,,
SF,3,7/2/2015,THPI (Tetrahydrophthalimide),,
SF,3,7/10/2015,Metolachlor,0.74,8.5
SF,3,7/10/2015,Tebuconazole,,8.5
SF,3,7/10/2015,2-Phenylphenol,0.04,8.5
SF,3,7/10/2015,Flutolanil,0.15,8.5
SF,3,7/10/2015,Biphenyl,0.01,8.5
SF,3,7/10/2015,Atrazine,0.87,8.5
SF,3,7/10/2015,Metalaxyl,,8.5
SF,3,7/10/2015,Acetochlor,,8.5
SF,3,7/10/2015,Alachlor,,8.5
SF,3,7/10/2015,Anthraquione,,8.5
SF,3,7/10/2015,Endosulfan Lactone,,8.5
SF,3,7/10/2015,DEA,0.47,8.5
SF,3,7/10/2015,Endosulfan ether,,8.5
SF,3,7/10/2015,Cyprodinil,,8.5
SF,3,7/10/2015,Triadimefon,,8.5
SF,3,7/10/2015,Chlorothalonil,,8.5
SF,3,7/10/2015,Diphenylamine,,8.5
SF,3,7/10/2015,Fipronil,,8.5
SF,3,7/10/2015,Myclobutanil,,8.5
SF,3,7/10/2015,Oxyfluorfen,,8.5
SF,3,7/10/2015,Bifenthrin,,8.5
SF,3,7/10/2015,Fludioxonil,,8.5
SF,3,7/10/2015,Endosulfan sulfate,,8.5
SF,3,7/10/2015,Ethalfluralin,,8.5
SF,3,7/10/2015,Pendimethalin,,8.5
SF,3,7/10/2015,Benfluralin,,8.5
SF,3,7/10/2015,Diazinon,,8.5
SF,3,7/10/2015,Malathion,,8.5
SF,3,7/10/2015,Oxadiazon,,8.5
SF,3,7/10/2015,Piperonyl butoxide,,8.5
SF,3,7/10/2015,Propyzamide,,8.5
SF,3,7/10/2015,THPI (Tetrahydrophthalimide),,8.5
SF,3,7/17/2015,Metolachlor,0.14,
SF,3,7/17/2015,Tebuconazole,,
SF,3,7/17/2015,2-Phenylphenol,,
SF,3,7/17/2015,Flutolanil,0.21,
SF,3,7/17/2015,Biphenyl,,
SF,3,7/17/2015,Atrazine,0.7,
SF,3,7/17/2015,Metalaxyl,,
SF,3,7/17/2015,Acetochlor,,
SF,3,7/17/2015,Alachlor,,
SF,3,7/17/2015,Anthraquione,,
SF,3,7/17/2015,Endosulfan Lactone,,
SF,3,7/17/2015,DEA,0.33,
SF,3,7/17/2015,Endosulfan ether,,
SF,3,7/17/2015,Cyprodinil,,
SF,3,7/17/2015,Triadimefon,,
SF,3,7/17/2015,Chlorothalonil,,
SF,3,7/17/2015,Diphenylamine,,
SF,3,7/17/2015,Fipronil,,
SF,3,7/17/2015,Myclobutanil,,
SF,3,7/17/2015,Oxyfluorfen,,
SF,3,7/17/2015,Bifenthrin,,
SF,3,7/17/2015,Fludioxonil,,
SF,3,7/17/2015,Endosulfan sulfate,,
SF,3,7/17/2015,Ethalfluralin,,
SF,3,7/17/2015,Pendimethalin,,
SF,3,7/17/2015,Benfluralin,,
SF,3,7/17/2015,Diazinon,,
SF,3,7/17/2015,Malathion,,
SF,3,7/17/2015,Oxadiazon,,
SF,3,7/17/2015,Piperonyl butoxide,,
SF,3,7/17/2015,Propyzamide,,
SF,3,7/17/2015,THPI (Tetrahydrophthalimide),,
SF,3,7/30/2015,Metolachlor,0.46,20
SF,3,7/30/2015,Tebuconazole,,20
SF,3,7/30/2015,2-Phenylphenol,0.37,20
SF,3,7/30/2015,Flutolanil,,20
SF,3,7/30/2015,Biphenyl,0.68,20
SF,3,7/30/2015,Atrazine,,20
SF,3,7/30/2015,Metalaxyl,,20
SF,3,7/30/2015,Acetochlor,,20
SF,3,7/30/2015,Alachlor,,20
SF,3,7/30/2015,Anthraquione,,20
SF,3,7/30/2015,Endosulfan Lactone,,20
SF,3,7/30/2015,DEA,0.08,20
SF,3,7/30/2015,Endosulfan ether,,20
SF,3,7/30/2015,Cyprodinil,,20
SF,3,7/30/2015,Triadimefon,,20
SF,3,7/30/2015,Chlorothalonil,,20
SF,3,7/30/2015,Diphenylamine,0.21,20
SF,3,7/30/2015,Fipronil,,20
SF,3,7/30/2015,Myclobutanil,,20
SF,3,7/30/2015,Oxyfluorfen,,20
SF,3,7/30/2015,Bifenthrin,,20
SF,3,7/30/2015,Fludioxonil,,20
SF,3,7/30/2015,Endosulfan sulfate,,20
SF,3,7/30/2015,Ethalfluralin,,20
SF,3,7/30/2015,Pendimethalin,,20
SF,3,7/30/2015,Benfluralin,,20
SF,3,7/30/2015,Diazinon,,20
SF,3,7/30/2015,Malathion,,20
SF,3,7/30/2015,Oxadiazon,,20
SF,3,7/30/2015,Piperonyl butoxide,,20
SF,3,7/30/2015,Propyzamide,,20
SF,3,7/30/2015,THPI (Tetrahydrophthalimide),,20
SF,3,8/13/2015,Metolachlor,0.34,13
SF,3,8/13/2015,Tebuconazole,,13
SF,3,8/13/2015,2-Phenylphenol,,13
SF,3,8/13/2015,Flutolanil,,13
SF,3,8/13/2015,Biphenyl,0.01,13
SF,3,8/13/2015,Atrazine,0.42,13
SF,3,8/13/2015,Metalaxyl,,13
SF,3,8/13/2015,Acetochlor,,13
SF,3,8/13/2015,Alachlor,,13
SF,3,8/13/2015,Anthraquione,,13
SF,3,8/13/2015,Endosulfan Lactone,,13
SF,3,8/13/2015,DEA,0.08,13
SF,3,8/13/2015,Endosulfan ether,,13
SF,3,8/13/2015,Cyprodinil,,13
SF,3,8/13/2015,Triadimefon,,13
SF,3,8/13/2015,Chlorothalonil,,13
SF,3,8/13/2015,Diphenylamine,,13
SF,3,8/13/2015,Fipronil,,13
SF,3,8/13/2015,Myclobutanil,,13
SF,3,8/13/2015,Oxyfluorfen,,13
SF,3,8/13/2015,Bifenthrin,,13
SF,3,8/13/2015,Fludioxonil,,13
SF,3,8/13/2015,Endosulfan sulfate,,13
SF,3,8/13/2015,Ethalfluralin,,13
SF,3,8/13/2015,Pendimethalin,,13
SF,3,8/13/2015,Benfluralin,,13
SF,3,8/13/2015,Diazinon,,13
SF,3,8/13/2015,Malathion,,13
SF,3,8/13/2015,Oxadiazon,,13
SF,3,8/13/2015,Piperonyl butoxide,,13
SF,3,8/13/2015,Propyzamide,,13
SF,3,8/13/2015,THPI (Tetrahydrophthalimide),,13
SF,3,8/27/2015,Metolachlor,0.28,17
SF,3,8/27/2015,Tebuconazole,1.64,17
SF,3,8/27/2015,2-Phenylphenol,0.05,17
SF,3,8/27/2015,Flutolanil,0.38,17
SF,3,8/27/2015,Biphenyl,,17
SF,3,8/27/2015,Atrazine,,17
SF,3,8/27/2015,Metalaxyl,,17
SF,3,8/27/2015,Acetochlor,,17
SF,3,8/27/2015,Alachlor,,17
SF,3,8/27/2015,Anthraquione,,17
SF,3,8/27/2015,Endosulfan Lactone,,17
SF,3,8/27/2015,DEA,0.02,17
SF,3,8/27/2015,Endosulfan ether,,17
SF,3,8/27/2015,Cyprodinil,,17
SF,3,8/27/2015,Triadimefon,,17
SF,3,8/27/2015,Chlorothalonil,,17
SF,3,8/27/2015,Diphenylamine,,17
SF,3,8/27/2015,Fipronil,,17
SF,3,8/27/2015,Myclobutanil,,17
SF,3,8/27/2015,Oxyfluorfen,,17
SF,3,8/27/2015,Bifenthrin,,17
SF,3,8/27/2015,Fludioxonil,,17
SF,3,8/27/2015,Endosulfan sulfate,,17
SF,3,8/27/2015,Ethalfluralin,,17
SF,3,8/27/2015,Pendimethalin,,17
SF,3,8/27/2015,Benfluralin,,17
SF,3,8/27/2015,Diazinon,,17
SF,3,8/27/2015,Malathion,,17
SF,3,8/27/2015,Oxadiazon,,17
SF,3,8/27/2015,Piperonyl butoxide,,17
SF,3,8/27/2015,Propyzamide,,17
SF,3,8/27/2015,THPI (Tetrahydrophthalimide),,17
SF,3,9/3/2015,Metolachlor,0.727272727,0.22
SF,3,9/3/2015,Tebuconazole,,0.22
SF,3,9/3/2015,2-Phenylphenol,0.181818182,0.22
SF,3,9/3/2015,Flutolanil,,0.22
SF,3,9/3/2015,Biphenyl,,0.22
SF,3,9/3/2015,Atrazine,,0.22
SF,3,9/3/2015,Metalaxyl,,0.22
SF,3,9/3/2015,Acetochlor,,0.22
SF,3,9/3/2015,Alachlor,,0.22
SF,3,9/3/2015,Anthraquione,,0.22
SF,3,9/3/2015,Endosulfan Lactone,,0.22
SF,3,9/3/2015,DEA,,0.22
SF,3,9/3/2015,Endosulfan ether,,0.22
SF,3,9/3/2015,Cyprodinil,,0.22
SF,3,9/3/2015,Triadimefon,,0.22
SF,3,9/3/2015,Chlorothalonil,,0.22
SF,3,9/3/2015,Diphenylamine,,0.22
SF,3,9/3/2015,Fipronil,,0.22
SF,3,9/3/2015,Myclobutanil,,0.22
SF,3,9/3/2015,Oxyfluorfen,,0.22
SF,3,9/3/2015,Bifenthrin,,0.22
SF,3,9/3/2015,Fludioxonil,,0.22
SF,3,9/3/2015,Endosulfan sulfate,,0.22
SF,3,9/3/2015,Ethalfluralin,,0.22
SF,3,9/3/2015,Pendimethalin,,0.22
SF,3,9/3/2015,Benfluralin,,0.22
SF,3,9/3/2015,Diazinon,,0.22
SF,3,9/3/2015,Malathion,,0.22
SF,3,9/3/2015,Oxadiazon,,0.22
SF,3,9/3/2015,Piperonyl butoxide,,0.22
SF,3,9/3/2015,Propyzamide,,0.22
SF,3,9/3/2015,THPI (Tetrahydrophthalimide),,0.22
SF,3,9/17/2015,Metolachlor,,2.5
SF,3,9/17/2015,Tebuconazole,,2.5
SF,3,9/17/2015,2-Phenylphenol,0.68,2.5
SF,3,9/17/2015,Flutolanil,,2.5
SF,3,9/17/2015,Biphenyl,0.49,2.5
SF,3,9/17/2015,Atrazine,,2.5
SF,3,9/17/2015,Metalaxyl,,2.5
SF,3,9/17/2015,Acetochlor,,2.5
SF,3,9/17/2015,Alachlor,,2.5
SF,3,9/17/2015,Anthraquione,,2.5
SF,3,9/17/2015,Endosulfan Lactone,,2.5
SF,3,9/17/2015,DEA,,2.5
SF,3,9/17/2015,Endosulfan ether,,2.5
SF,3,9/17/2015,Cyprodinil,,2.5
SF,3,9/17/2015,Triadimefon,,2.5
SF,3,9/17/2015,Chlorothalonil,,2.5
SF,3,9/17/2015,Diphenylamine,,2.5
SF,3,9/17/2015,Fipronil,,2.5
SF,3,9/17/2015,Myclobutanil,,2.5
SF,3,9/17/2015,Oxyfluorfen,,2.5
SF,3,9/17/2015,Bifenthrin,,2.5
SF,3,9/17/2015,Fludioxonil,,2.5
SF,3,9/17/2015,Endosulfan sulfate,,2.5
SF,3,9/17/2015,Ethalfluralin,,2.5
SF,3,9/17/2015,Pendimethalin,,2.5
SF,3,9/17/2015,Benfluralin,,2.5
SF,3,9/17/2015,Diazinon,,2.5
SF,3,9/17/2015,Malathion,,2.5
SF,3,9/17/2015,Oxadiazon,,2.5
SF,3,9/17/2015,Piperonyl butoxide,,2.5
SF,3,9/17/2015,Propyzamide,,2.5
SF,3,9/17/2015,THPI (Tetrahydrophthalimide),,2.5
SF,3,10/8/2015,Metolachlor,0.25,20
SF,3,10/8/2015,Tebuconazole,,20
SF,3,10/8/2015,2-Phenylphenol,,20
SF,3,10/8/2015,Flutolanil,,20
SF,3,10/8/2015,Biphenyl,,20
SF,3,10/8/2015,Atrazine,,20
SF,3,10/8/2015,Metalaxyl,,20
SF,3,10/8/2015,Acetochlor,,20
SF,3,10/8/2015,Alachlor,,20
SF,3,10/8/2015,Anthraquione,,20
SF,3,10/8/2015,Endosulfan Lactone,,20
SF,3,10/8/2015,DEA,,20
SF,3,10/8/2015,Endosulfan ether,,20
SF,3,10/8/2015,Cyprodinil,,20
SF,3,10/8/2015,Triadimefon,,20
SF,3,10/8/2015,Chlorothalonil,,20
